1, -5, 0.0, 0.04, 0.995
2, -6, 0.04, 0.04, 0.985074875
3, -1, 0.0, 0.04, 0.980149500625
4, -6, 0.04, 0.04, 0.970372509356
5, -5, 0.0, 0.04, 0.965520646809
6, -6, 0.04, 0.04, 0.955889578358
7, -5, 0.0, 0.04, 0.951110130466
8, -5, 0.0, 0.04, 0.946354579813
9, -5, 0.0, 0.04, 0.941622806914
10, -5, 0.0, 0.04, 0.93691469288
11, -5, 0.0, 0.04, 0.932230119415
12, -6, 0.04, 0.04, 0.922931123974
13, -5, 0.0, 0.04, 0.918316468354
14, -6, 0.04, 0.04, 0.909156261583
15, -5, 0.0, 0.04, 0.904610480275
16, -5, 0.0, 0.04, 0.900087427873
17, -5, 0.0, 0.04, 0.895586990734
18, -5, 0.0, 0.04, 0.89110905578
19, -6, 0.04, 0.04, 0.882220242949
20, -5, 0.0, 0.04, 0.877809141734
21, -5, 0.0, 0.04, 0.873420096025
22, -5, 0.0, 0.04, 0.869052995545
23, -5, 0.0, 0.04, 0.864707730568
24, -4, 0.04, 0.04, 0.856082270955
25, -6, 0.04, 0.04, 0.847542850302
26, -5, 0.0, 0.04, 0.843305136051
27, -5, 0.0, 0.04, 0.839088610371
28, -5, 0.0, 0.04, 0.834893167319
29, -5, 0.0, 0.04, 0.830718701482
30, -5, 0.0, 0.04, 0.826565107975
31, -5, 0.0, 0.04, 0.822432282435
32, -6, 0.04, 0.04, 0.814228520418
33, -6, 0.04, 0.04, 0.806106590926
34, -5, 0.0, 0.04, 0.802076057972
35, -2, 0.04, 0.04, 0.794075349293
36, -6, 0.04, 0.04, 0.786154447684
37, -5, 0.0, 0.04, 0.782223675446
38, -6, 0.04, 0.04, 0.774420994283
39, -5, 0.0, 0.04, 0.770548889312
40, -6, 0.04, 0.04, 0.762862664141
41, -5, 0.0, 0.04, 0.75904835082
42, -5, 0.0, 0.04, 0.755253109066
43, -6, 0.04, 0.04, 0.747719459303
44, -6, 0.04, 0.04, 0.740260957697
45, -6, 0.04, 0.04, 0.732876854644
46, -5, 0.0, 0.04, 0.72921247037
47, -6, 0.04, 0.04, 0.721938575979
48, -5, 0.0, 0.04, 0.718328883099
49, -6, 0.04, 0.04, 0.71116355249
50, -6, 0.04, 0.04, 0.704069696054
51, -6, 0.04, 0.04, 0.697046600835
52, -6, 0.04, 0.04, 0.690093560992
53, -6, 0.04, 0.04, 0.683209877721
