0.0,0.0,-5,1.0
0.038461538461538464,0.07692307692307693,-6,0.6935613678313175
0.1724137931034483,0.5517241379310345,-8,0.41386834584198684
0.0,0.375,-5,0.2884855236625661
0.0,0.2857142857142857,-5,0.24206491716205145
0.0,0.0,-5,0.20931540516921554
0.0,0.6785714285714286,-5,0.15888051309497406
0.0,1.0,-5,0.14157986400593744
0.0,0.18181818181818182,-5,0.10964241905397228
0.0,0.3076923076923077,-5,0.09292664835904782
0.0,0.7391304347826086,-5,0.07915509187866444
0.0,0.68,-5,0.07232597730414898
0.0,0.47619047619047616,-5,0.0712465030521374
0.045454545454545456,0.6818181818181818,-6,0.06412808167716157
0.0,0.05,-5,0.0543512971290831
0.0,0.17391304347826086,-5,0.04063952250178857
0.0,0.2962962962962963,-5,0.0378853869148274
0.0,0.0,-5,0.03308985827710748
0.06896551724137931,1.0,-5,0.031158165231288826
0.043478260869565216,0.043478260869565216,-6,0.026275840769466357
0.0,0.0,-5,0.020145585821044927
0.0,0.0,-5,0.0175075817047932
0.0,0.37037037037037035,-5,0.013090759526015528
0.0,0.9642857142857143,-5,0.01208186940302195
0.0,0.041666666666666664,-5,0.011723913930325095
0.0,1.0,-5,0.011723913930325095
0.0,0.037037037037037035,-5,0.01166529436067347
0.0,0.5909090909090909,-5,0.011150733307840981
0.0,0.5,-5,0.010137759008060509
0.0,0.9545454545454546,-5,0.00998645168764533
0.0,0.12,-5,0.00998645168764533
0.0,0.041666666666666664,-5,0.00998645168764533
0.043478260869565216,0.08695652173913043,-6,0.00998645168764533
0.0,0.22727272727272727,-5,0.00998645168764533
0.0,0.34782608695652173,-5,0.00998645168764533
0.0,0.4,-5,0.00998645168764533
0.0,0.47619047619047616,-5,0.00998645168764533
0.0,1.0,-5,0.00998645168764533
0.045454545454545456,0.045454545454545456,-6,0.00998645168764533
0.0,1.0,-5,0.00998645168764533
0.038461538461538464,0.7307692307692307,-6,0.00998645168764533
0.0,1.0,-5,0.00998645168764533
0.0,1.0,-5,0.00998645168764533
0.0,0.5,-5,0.00998645168764533
0.0,0.39285714285714285,-5,0.00998645168764533
0.0,1.0,-5,0.00998645168764533
0.0,0.18181818181818182,-5,0.00998645168764533
0.0,0.045454545454545456,-5,0.00998645168764533
0.0,0.48,-5,0.00998645168764533
0.0,1.0,-5,0.00998645168764533
0.0,0.0,-5,0.00998645168764533
